userId,sourcedId,status,dateLastModified,metadata,enabledUser,userIds,identifier,orgId,givenName,familyName,middleName,email,username,phone,role,grades,type,password
226,3ac37da7-e27d-413a-a4a3-18096ee78dca,active,2017-08-25 05:52:05,"",1,"",3vNk-pDPh-5cU5,2,Wakefield,Zanre,Danya,wzanre@woodland.perficientads.com,wzanre,258-715-3087,student,07,LDAP,secret
227,d8c598c2-ff9b-40e9-a05b-1eeae7e1be30,active,2017-12-23 15:03:56,"",1,"",FrOh-oYH5-BpUh,1,Doralynn,Elcott,Pinchas,delcott@spring.perficientads.com,delcott,468-306-5458,student,08,LDAP,secret
228,c02e2840-4c30-45cc-9731-49cad24a85eb,active,2017-08-02 13:21:20,"",1,"",KyOq-j80a-CdGu,2,Ingrim,Stuchberry,Gina,istuchberry@woodland.perficientads.com,istuchberry,821-217-6631,student,08,LDAP,secret
229,9d09c869-e8e9-46b0-809f-8c370ce0a1d2,active,2017-12-12 22:21:43,"",1,"",NvRo-gZ1h-Q2Pc,1,Matti,Sangra,Roselle,msangra@spring.perficientads.com,msangra,600-592-2947,student,08,LDAP,secret
230,f0d3269e-cd29-4dc2-aefa-738702d59c5c,active,2018-03-29 14:11:54,"",1,"",7g90-d7P1-03Ud,2,Ware,Romain,Bobby,wromain@woodland.perficientads.com,wromain,501-898-0145,student,07,LDAP,secret
231,4d423cf3-facf-45e0-aea3-8ee9ff82c47f,active,2018-06-10 20:57:33,"",1,"",KnOw-d7G2-D7Gf,1,Sholom,Heinrici,Gabe,sheinrici@spring.perficientads.com,sheinrici,320-461-4767,student,07,LDAP,secret
232,b0cf8b84-420c-4160-a262-a4d5e3fd4460,active,2018-06-16 15:49:51,"",1,"",CgYl-k95t-M2Bd,2,Gretal,Eddowes,Penny,geddowes@woodland.perficientads.com,geddowes,457-146-3519,student,08,LDAP,secret
233,142a11ad-958c-4070-8712-c4342024fede,active,2017-10-22 16:03:48,"",1,"",B71s-6ZKt-DnGl,1,Derrek,Spanswick,Tersina,dspanswick@spring.perficientads.com,dspanswick,310-342-4490,student,08,LDAP,secret
234,1b5aea8b-9df2-472a-aede-619a84060aec,active,2017-07-08 22:37:10,"",1,"",R7Kc-pZJ8-KvI9,2,Patsy,Harbour,Free,pharbour@woodland.perficientads.com,pharbour,272-137-5790,student,08,LDAP,secret
235,7538cdc0-ef22-4b13-90f2-2ed006952716,active,2018-04-22 02:06:38,"",1,"",O4Ik-zVGr-Wy4g,1,Sharla,Davana,Edan,sdavana@spring.perficientads.com,sdavana,430-330-2110,student,08,LDAP,secret
236,c55d1530-b38c-4551-8045-52f0c6a9d42d,active,2017-09-02 16:03:13,"",1,"",59Md-q668-Z4K9,2,Clarie,Maclean,Jehu,cmaclean@woodland.perficientads.com,cmaclean,498-587-4095,student,07,LDAP,secret
237,0ec18eb0-d44c-4d3c-94aa-17a2e3ec4641,active,2017-07-14 11:54:42,"",1,"",8pOb-yHI2-Ov6j,1,Dominik,Bengochea,Martguerita,dbengochea@spring.perficientads.com,dbengochea,774-313-2966,student,06,LDAP,secret
238,38d8da23-3f0a-4c48-8972-4ec1a4b252da,active,2017-08-06 10:32:05,"",1,"",Wy61-wRM5-Bq3t,2,Jeffry,Lude,Emmaline,jlude@woodland.perficientads.com,jlude,566-128-2168,student,08,LDAP,secret
239,bd64c8d8-58eb-4020-92d3-11c07ee4a15c,active,2018-01-13 17:32:31,"",1,"",BtEo-k1Sr-Mf99,1,Ami,Kittless,Drusilla,akittless@spring.perficientads.com,akittless,992-181-7548,student,07,LDAP,secret
240,66121154-79e5-49fb-9d81-5cb0e77fbdd4,active,2018-03-22 13:50:56,"",1,"",24Ft-wMTa-Bs2i,2,Min,Prangle,Tybi,mprangle@woodland.perficientads.com,mprangle,902-236-7614,student,08,LDAP,secret
241,ae9163ea-fdcc-4e89-b364-b754cdd4b08a,active,2017-08-07 08:22:39,"",1,"",3141-yPO3-5aBw,1,Arlen,Colt,Heath,acolt@spring.perficientads.com,acolt,248-206-5187,student,07,LDAP,secret
242,35e9c234-fb54-47d6-adf4-a1ad00f1fc18,active,2018-05-29 21:32:48,"",1,"",Mo4r-sHFw-67Dd,2,Shaylynn,Shemming,Hobie,sshemming@woodland.perficientads.com,sshemming,554-705-3761,student,06,LDAP,secret
243,85dcc11e-ba60-4cce-8b23-a97312d0d3d0,active,2018-06-04 06:39:27,"",1,"",Y5W6-sFD2-2lOe,1,Zachariah,Norridge,Skell,znorridge@spring.perficientads.com,znorridge,490-189-6595,student,08,LDAP,secret
244,4f98c12f-db58-4dac-837d-8bc60bc8f89b,active,2017-09-09 15:45:16,"",1,"",BaU0-p8Dk-Ay6u,2,Kimble,Hurndall,Addie,khurndall@woodland.perficientads.com,khurndall,744-522-0662,student,07,LDAP,secret
245,dd370695-a5a9-4d9a-afbb-45ad93168f2d,active,2018-03-22 18:00:06,"",1,"",WeBz-i5Pj-3e2a,1,Reeva,Rought,Cameron,rrought@spring.perficientads.com,rrought,674-444-6828,student,06,LDAP,secret
246,ba9fe534-2e17-423a-9ba1-801b61d29b40,active,2017-11-13 23:59:17,"",1,"",U5O9-9T6x-5jWt,2,Torry,Cholmondeley,Martainn,tcholmondeley@woodland.perficientads.com,tcholmondeley,825-656-1360,student,06,LDAP,secret
247,8192a2ec-3ad2-41f7-9f42-3048d8206282,active,2017-11-26 20:42:20,"",1,"",IxOr-x5C2-Oz4p,1,Lacey,Silver,Valeria,lsilver@spring.perficientads.com,lsilver,306-419-0225,student,08,LDAP,secret
248,de3bbb33-d858-495f-b0a7-bdb0b120f2ea,active,2017-09-04 19:39:22,"",1,"",UqO2-kLWe-L9Iq,2,Cash,Hardson,Tye,chardson@woodland.perficientads.com,chardson,852-856-9677,student,08,LDAP,secret
249,5fa2135a-6697-4130-8726-0cc63707824f,active,2018-04-09 11:26:02,"",1,"",9uQv-hODu-0uVl,1,Mala,Vellacott,Benito,mvellacott@spring.perficientads.com,mvellacott,382-293-8602,student,08,LDAP,secret
250,1d31ffe2-7634-47e6-b70b-ed880d272bce,active,2018-03-26 14:49:11,"",1,"",1976-661s-1rPx,2,Mia,Ranner,Brendon,mranner@woodland.perficientads.com,mranner,411-589-0557,student,06,LDAP,secret
251,400a8468-745d-4995-a62d-d14ca9bc8ec9,active,2018-02-07 15:11:18,"",1,"",12Pc-tWS5-JaF9,1,Revkah,Verheyden,Thia,rverheyden@spring.perficientads.com,rverheyden,822-816-2563,student,06,LDAP,secret
252,385e8c93-2bf7-4d78-ae7c-1df67a8bc237,active,2017-11-19 21:36:55,"",1,"",83Up-4TVk-5fSb,2,Tod,Furzey,Tito,tfurzey@woodland.perficientads.com,tfurzey,317-864-6448,student,06,LDAP,secret
253,d739ea05-1b39-4023-8191-1a0424773a32,active,2018-01-10 21:26:13,"",1,"",GeO1-4ZFi-McGc,1,Devora,Kirimaa,Arlina,dkirimaa@spring.perficientads.com,dkirimaa,862-721-3122,student,06,LDAP,secret
254,2c934f57-8c6f-40f6-8422-86da3d72f75d,active,2017-11-23 09:54:07,"",1,"",B0Vw-98Vn-P9Ya,2,Stoddard,Perrelli,Dacia,sperrelli@woodland.perficientads.com,sperrelli,217-659-1925,student,08,LDAP,secret
255,7fdd292a-ecbb-4de6-80f5-01e45a4c1449,active,2018-06-15 18:07:32,"",1,"",3cWr-fST4-ToV3,1,Merrel,Sictornes,Hunt,msictornes@spring.perficientads.com,msictornes,564-396-4871,student,06,LDAP,secret
256,e8366023-9e8b-40e7-b9fa-738246dd5f2e,active,2017-08-07 12:55:02,"",1,"",8hXa-jGJr-S4Fc,2,Alta,Piddocke,Leonard,apiddocke@woodland.perficientads.com,apiddocke,461-269-4921,student,07,LDAP,secret
257,dff34232-d37d-41e3-b8db-db33bcfbf6c1,active,2017-11-22 06:42:31,"",1,"",Ts6s-tFAm-M4Lb,1,Drugi,Snartt,Janeta,dsnartt@spring.perficientads.com,dsnartt,861-546-7285,student,07,LDAP,secret
258,6c2bcf42-2a31-46b3-848b-7a0c3ff73447,active,2017-12-20 10:51:13,"",1,"",Ew42-fLNq-G1Yh,2,Hollyanne,Guillem,Ivar,hguillem@woodland.perficientads.com,hguillem,452-363-8468,student,08,LDAP,secret
259,3898648e-6157-4277-add8-3ec10ee672c5,active,2018-03-13 07:19:49,"",1,"",M58n-e7C2-UjR3,1,Pierce,Frandsen,Larry,pfrandsen@spring.perficientads.com,pfrandsen,587-332-6815,student,06,LDAP,secret
260,6ba172f0-b206-4058-9b92-2228eaf5d125,active,2017-12-29 08:02:44,"",1,"",VuLr-fD21-DuX6,2,Gasparo,Goldup,Eleonore,ggoldup@woodland.perficientads.com,ggoldup,645-775-0364,student,07,LDAP,secret
261,084f6285-0f4c-4d76-b468-16d3f6612fc9,active,2017-09-12 19:29:30,"",1,"",QeTc-09Fl-PjVc,1,Genovera,Cudbird,Ware,gcudbird@spring.perficientads.com,gcudbird,131-915-6427,student,08,LDAP,secret
262,b6bb9bfb-ba24-4dce-9b2f-dd564c3b0e46,active,2017-12-23 18:47:24,"",1,"",FfZi-tU5m-5d2u,2,Kennett,Padden,Chelsie,kpadden@woodland.perficientads.com,kpadden,250-849-1045,student,07,LDAP,secret
263,2e01145d-9a6f-4e8c-9aef-e104342925ea,active,2018-02-09 02:59:17,"",1,"",JvR5-137z-IoHn,1,Delly,Attarge,Hogan,dattarge@spring.perficientads.com,dattarge,694-713-1433,student,08,LDAP,secret
264,1e31bed9-37c2-46b1-a961-b9255271998f,active,2017-11-11 00:43:35,"",1,"",9uK0-pP5k-79Oz,2,Misha,Stowe,Sonny,mstowe@woodland.perficientads.com,mstowe,837-362-5023,student,08,LDAP,secret
265,275a6454-ff9c-412f-84d4-7b9f33a6ce77,active,2017-12-22 10:23:42,"",1,"",IdQa-7J0c-Vl4n,1,Jessee,Silversmidt,Russ,jsilversmidt@spring.perficientads.com,jsilversmidt,381-203-1529,student,07,LDAP,secret
266,c8220a8e-bf9b-4d7c-8828-57b01e7cd124,active,2018-02-08 22:29:08,"",1,"",Mq2z-4LS1-13Mj,2,Everard,Bangley,Boycie,ebangley@woodland.perficientads.com,ebangley,646-721-6025,student,07,LDAP,secret
267,034bd53f-4df3-4ab3-9f1a-32737a455126,active,2018-01-12 09:49:39,"",1,"",NdJk-oGW0-EaY9,1,Ulrick,Rickman,Vaughan,urickman@spring.perficientads.com,urickman,311-885-2407,student,06,LDAP,secret
268,f31a4762-0472-4504-8c3a-ec220ee128de,active,2018-04-07 12:49:10,"",1,"",43Pf-119r-YcHl,2,Gerome,MacCart,Garrett,gmaccart@woodland.perficientads.com,gmaccart,717-803-0773,teacher,UG,LDAP,secret
269,1372b05d-b908-4528-b499-e8d6ac13504c,active,2017-07-19 10:24:44,"",1,"",E7Z5-uGO1-Wm41,1,Solly,Cockrell,Leslie,scockrell@spring.perficientads.com,scockrell,884-971-1845,student,08,LDAP,secret
270,8997b588-07f4-478d-9315-b4410f91589b,active,2018-06-15 05:21:29,"",1,"",U0L6-iC5l-LhSu,2,Cesya,Cotter,Pauly,ccotter@woodland.perficientads.com,ccotter,346-150-9548,student,07,LDAP,secret
271,a6e6bd76-c4a8-44b6-ba47-28387e1c0cd8,active,2018-05-06 20:22:43,"",1,"",T6Se-3ND7-3lRf,1,Russell,Faloon,Tracy,rfaloon@spring.perficientads.com,rfaloon,774-815-1153,student,08,LDAP,secret
272,6ab507df-3144-4695-886a-f3283fe6e4cd,active,2017-07-31 00:22:52,"",1,"",D5Mz-qQZf-CvMu,2,Karilynn,Cassley,Felice,kcassley@woodland.perficientads.com,kcassley,150-839-9084,student,06,LDAP,secret
273,45c02eb6-8579-4395-8fad-3440b107aac8,active,2017-06-30 18:38:32,"",1,"",2pNr-yNSk-Ut4y,1,Belle,Mayor,Tildi,bmayor@spring.perficientads.com,bmayor,814-442-2427,student,06,LDAP,secret
274,72599fe0-a8bb-4647-8072-80a59339d6d8,active,2017-08-01 20:17:45,"",1,"",Ud12-hP5f-TqCl,2,Carmon,McAlroy,Saraann,cmcalroy@woodland.perficientads.com,cmcalroy,855-685-2483,student,08,LDAP,secret
275,3d5959b3-8bf7-4f05-a5b3-970e93db5a58,active,2018-05-14 22:15:46,"",1,"",XmLe-aMOr-U8Hi,1,Leelah,Tildesley,Angel,ltildesley@spring.perficientads.com,ltildesley,757-142-3241,student,07,LDAP,secret
276,4c28f5ae-8466-4449-861e-246f3c405c86,active,2017-08-24 17:48:04,"",1,"",5iMf-aS6x-MlW9,2,Sandra,Hankins,Elaina,shankins@woodland.perficientads.com,shankins,692-787-2457,student,07,LDAP,secret
277,29fbeb85-0dc6-431f-ae86-227216e23287,active,2018-04-29 03:59:44,"",1,"",DzCo-hY0x-J14d,1,Agata,Redpath,Alane,aredpath@spring.perficientads.com,aredpath,123-499-4471,student,06,LDAP,secret
278,5c252a37-696d-4077-8069-1d76928cd901,active,2018-02-25 20:46:00,"",1,"",PuM2-fGIk-2wA0,2,Effie,Leathe,Ardath,eleathe@woodland.perficientads.com,eleathe,630-567-2706,student,07,LDAP,secret
279,40d0aeda-c165-49cd-bf9f-cdbe9b15c2a9,active,2017-11-14 16:55:32,"",1,"",6gXm-wNTg-PpO7,1,Farlee,Ditchfield,Shaughn,fditchfield@spring.perficientads.com,fditchfield,532-730-9767,student,06,LDAP,secret
280,a0479796-1840-4b97-96b5-73729463fcbe,active,2018-04-16 00:49:57,"",1,"",8zZz-5OPz-FbGv,2,John,Fyldes,Mycah,jfyldes@woodland.perficientads.com,jfyldes,372-658-3413,teacher,UG,LDAP,secret
281,e9191adb-e946-4ba0-9a32-b1ceb6b95ca7,active,2018-05-29 07:07:47,"",1,"",R7Pg-uWMx-UvXd,1,Grantley,Vinden,Koressa,gvinden@spring.perficientads.com,gvinden,924-442-2186,student,08,LDAP,secret
282,fce5cdbd-4d3f-49a2-9a67-f8f7a5790104,active,2018-05-09 19:06:17,"",1,"",Wf3h-0OX8-OiM8,2,Jenn,Brisbane,Zia,jbrisbane@woodland.perficientads.com,jbrisbane,269-383-4841,teacher,UG,LDAP,secret
283,8fa76cf5-a537-4e06-8e87-a37a019ecc10,active,2017-08-30 08:25:10,"",1,"",J6Kx-q631-VqQf,1,Bronny,Astill,Sylas,bastill@spring.perficientads.com,bastill,590-113-9353,student,07,LDAP,secret
284,5fd9dc37-0cba-41ee-9f41-ac27049d364a,active,2018-03-12 02:01:30,"",1,"",40R8-1VGk-OrW4,2,Kimble,Sandford,Edie,ksandford@woodland.perficientads.com,ksandford,801-962-6142,student,07,LDAP,secret
285,e62466bc-a576-43e0-b2d6-6f6a77a82adf,active,2018-05-09 11:50:39,"",1,"",B4Ew-5499-GqMk,1,Damaris,Culleton,Clywd,dculleton@spring.perficientads.com,dculleton,976-884-2092,student,08,LDAP,secret
286,039af1e4-ef5e-4634-a05b-6186d1359610,active,2017-06-29 19:54:58,"",1,"",Z4Et-iSQv-WoU0,2,Bjorn,Brugsma,Querida,bbrugsma@woodland.perficientads.com,bbrugsma,535-649-3784,student,08,LDAP,secret
287,7ed41446-0c9d-4741-a7a9-3cb2c8821d51,active,2018-04-30 04:15:26,"",1,"",Xx9z-8RSx-VwBi,1,Allyn,Greeve,Hamlin,agreeve@spring.perficientads.com,agreeve,795-165-8560,student,08,LDAP,secret
288,2c4ee1e3-99fe-400f-8f04-225a985cae5b,active,2018-02-03 12:29:02,"",1,"",HeSl-s028-UyEi,2,Vilhelmina,Gisburn,Fanni,vgisburn@woodland.perficientads.com,vgisburn,983-355-4649,student,06,LDAP,secret
289,061e624c-9b8e-4217-8756-7e2d64e39f22,active,2017-07-18 14:14:51,"",1,"",OsRf-8064-OyR7,1,Stephine,Gwyther,Arlene,sgwyther@spring.perficientads.com,sgwyther,190-386-8086,student,06,LDAP,secret
290,746d38d4-e0f2-4ca1-93d2-983eb53db86c,active,2018-02-19 22:48:16,"",1,"",947v-x2Af-AdGk,2,Cristian,Seifenmacher,Bartholemy,cseifenmacher@woodland.perficientads.com,cseifenmacher,567-212-7216,student,07,LDAP,secret
291,02d6cfaa-ee12-4551-8ed2-8197fead6dd6,active,2018-04-26 07:49:08,"",1,"",S0Pi-qKXn-6mZ7,1,Joe,Sergeaunt,Ring,jsergeaunt@spring.perficientads.com,jsergeaunt,558-532-2115,student,06,LDAP,secret
292,daedf31f-d1ea-4828-8936-70e143ff96a1,active,2018-05-28 16:49:29,"",1,"",MuVw-o3Yq-Ra4w,2,Francisca,Baitey,Bartie,fbaitey@woodland.perficientads.com,fbaitey,791-740-2403,student,08,LDAP,secret
293,5b029761-5349-41be-b2cb-45cfec6cacb4,active,2018-06-10 08:17:30,"",1,"",1iEm-6PPt-KcJf,1,Verney,Rough,Welby,vrough@spring.perficientads.com,vrough,641-888-0750,student,07,LDAP,secret
294,94baa704-ff3c-4edb-b111-9dfa16415e8c,active,2017-11-09 18:17:58,"",1,"",4wAr-4KV8-24Ff,2,Tabby,Veld,Alonso,tveld@woodland.perficientads.com,tveld,915-568-4087,student,07,LDAP,secret
295,b29bad0d-bb01-4b1c-b702-788150aa4c7a,active,2017-07-17 21:38:37,"",1,"",RsQi-8WUm-6z2y,1,La verne,Fruin,Noll,lfruin@spring.perficientads.com,lfruin,880-758-1036,student,07,LDAP,secret
296,fa571d4c-308c-4653-a55c-3ab6f9f7b5d3,active,2018-01-31 19:23:38,"",1,"",Xn5r-t8Wc-EfM3,2,Carin,McSaul,Brandais,cmcsaul@woodland.perficientads.com,cmcsaul,200-700-2732,student,06,LDAP,secret
297,7b7ce3e1-8d86-4979-96c1-b985fde6aae5,active,2017-12-04 12:57:51,"",1,"",1gSk-3QEe-P0Py,1,Carmelle,Sorey,Laryssa,csorey@spring.perficientads.com,csorey,870-937-7893,student,07,LDAP,secret
298,b5925a88-b24b-4e9e-b88b-08fb3077a93c,active,2017-11-17 10:09:52,"",1,"",K250-6R2z-ZkO5,2,Forrester,Father,Nessi,ffather@woodland.perficientads.com,ffather,678-688-4098,student,06,LDAP,secret
299,45eae08b-02df-42d3-beed-24a283877543,active,2017-12-15 14:35:09,"",1,"",Jp7a-f0Hv-2hTu,1,Warren,Storrar,Augy,wstorrar@spring.perficientads.com,wstorrar,972-944-4209,student,08,LDAP,secret
300,49caf545-c824-4cf3-8215-c3e0f58e3ffe,active,2017-09-08 14:46:37,"",1,"",7w11-fSZd-T199,2,Brok,Mitchenson,Orv,bmitchenson@woodland.perficientads.com,bmitchenson,504-511-6315,student,07,LDAP,secret
